prolificid,timestart,duration,flag,badsig,recaptcha,age,shouldconcern,progressivity,progressivity_timing,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,proposal,proposal_group,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback
66df94af83813d40ddcbf790,7/26/25 8:11,1738,,,1,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,No change,,,,,,Reject strongly,middle,Disagree strongly,Disagree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Below average,Average,Average,Far below average,"No, someone else also earns income","No, just myself",50000,80000,Not very certain,70000,60000,10000,,,,,80000,Will not have children,80000,Will not have children,80000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,2,5,4,3,Disagree strongly,Definitely / I have already started a business,Somewhat stable,Somewhat worried,Almost no chance (0-10%),Less than 1 month,No risk,The risk is high,I already live without health insurance,The risk is high,Female,Single,,0,0,Black or African American,,Yes,Yes,Texas,78729,Suburban,Illinois,Chicago,Suburban,Not a student,4-year college degree,4-year college degree,4-year college degree,Some high school,Full-time employee,Moderate,Moderate,Other,I did not vote,Unbiased,"I feel like there is a lot of uncertainty with how people are going to continue to live their lives. I feel like the younger people are not able to grow and attain a lot of things that the previous generations were able to. We see, now more than ever, the unnatural distribution of wealth and it is sickening. The rich do not have to pay their fair share, but someone like me is constantly being told that I don't deserve a vacation if I can't afford one, I can't eat out, I need to recycle and use a paper straw. But the rich are the ones who hoard most the wealth, pay the least in taxes, pollute the most, but it is the average person's responsibility to make sure we follow the ""rules."" It is frustrating. "
609b043db9dfd9068e3c7527,7/26/25 8:12,1015,,,.89999998,26,The government should concern itself with this.,Somewhat less progressive,late,I now support redistribution much less than in the past,,,,I think the policy is less fair now,,Reject strongly,poor,Disagree strongly,Disagree strongly,Indifferent,Agree somewhat,Disagree strongly,Indifferent,Agree somewhat,Neutral,Neutral,Disagree strongly,Disagree somewhat,Unlikely (20-40%),Unlikely (20-40%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Above average,Below average,"No, someone else also earns income","Yes, more than one person",38000,70000,Somewhat certain,55000,45000,90000,140000,Somewhat certain,120000,100000,50000,Will have children,125000,Will have children,160000,$11-$20,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,4,5,2,Agree somewhat,Maybe,Very stable,Not very worried,Even chance (40-60%),3–6 months,No risk,No risk,The risk is low,The risk is low,Male,Cohabitating,,0,3,Black or African American,,Yes,Yes,South Carolina,29732,Urban,Florida,Deerfield beach ,Urban,"Master's program (e.g., MA, MS, MBA)",4-year college degree,"Research doctorate (e.g., PhD, DSc)",Some college,Some college,Full-time employee,Moderate,Liberal,Kamala Harris,Joe Biden,Left-wing biased,
5db753692a16b8000b4d44f6,7/26/25 8:12,497,,,.89999998,26,The government should concern itself with this.,Somewhat less progressive,early,No change,,,,,,Support slightly,poor,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Agree strongly,Even chance (40-60%),Almost guaranteed (80-100%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Below average,Yes,"No, just myself",50000,55000,Not very certain,75000,30000,,,,,,45000,Will not have children,45000,Will not have children,45000,$91-$100,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,5,2,3,4,1,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,No risk,No risk,The risk is low,The risk is substantial,Male,Single,,0,Unsure,White or European American,,Yes,Yes,Arkansas,72120,Rural,Arkansas,Sherwood,Suburban,2-year college,2-year college degree,4-year college degree,4-year college degree,"Research doctorate (e.g., PhD, DSc)",Full-time employee,Conservative,Conservative,I did not vote,Donald Trump,Unbiased,
5eb278ce4602871c6d7e335d,7/26/25 8:12,598,,,1,24,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much more than in the past,,"I think the policy is more fair now,Other:",learned more about economic disparity in the US,,,Support slightly,middle,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Almost no chance (0-20%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Below average,Above average,Above average,Average,"No, someone else also earns income","Yes, more than one person",40000,10000,Very certain,150000,70000,90000,170000,Very certain,200000,100000,80000,Will not have children,150000,Will not have children,150000,$0-$10,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,1,4,3,5,2,Agree somewhat,Definitely not,Very stable,Somewhat worried,Unlikely (10-40%),More than 6 months,The risk is substantial,The risk is substantial,The risk is substantial,The risk is high,Female,Cohabitating,,0,0,Asian or Asian American,,Yes,No,California,90064,Urban,California,Folsom,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
66798d3787f1eaefdff37a89,7/26/25 8:12,572,,,1,28,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly more than in the past,,Taxes affect me less now,,,,Support moderately,poor,Disagree strongly,Disagree somewhat,Agree somewhat,Unsure,Disagree somewhat,Agree somewhat,Disagree somewhat,Neutral,Neutral,Disagree somewhat,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,Unsure,Far above average,Far above average,Far above average,Far above average,"No, someone else also earns income","Yes, more than one person",120000,250000,Very certain,250000,175000,200000,400000,Somewhat certain,400000,300000,140000,Will have children,200000,Will have children,240000,$0-$10,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today",Indifferent,Disagree somewhat,2,4,1,3,5,Disagree strongly,Probably not,Somewhat stable,Not very worried,Even chance (40-60%),3–6 months,The risk is substantial,No risk,The risk is low,I have already owned or currently own a home,Male,Married,,0,3,White or European American,,Yes,No,Virginia,22203,Urban,Georgia,Augusta,Urban,"Master's program (e.g., MA, MS, MBA)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)","Professional doctorate (e.g., JD, MD)",Full-time employee,Conservative,Moderate,Kamala Harris,Joe Biden,Unbiased,
676063838d4db0d3eaa69c2b,7/26/25 8:13,944,,,1,28,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support slightly,poor,Agree strongly,Neutral,Indifferent,Agree strongly,Indifferent,Indifferent,Indifferent,Agree somewhat,Agree strongly,Neutral,Disagree strongly,Likely (60-80%),Likely (60-80%),Somewhat easier now,It has paid off a lot,It will pay off a lot,It will pay off somewhat,Average,Average,Average,Above average,"No, someone else also earns income","Yes, more than one person",60000,500000,Very certain,500000,200000,100000,500000,Very certain,500000,200000,100000,Will have children,500000,Will have children,500000,$41-$50,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,3,4,5,1,Agree strongly,Maybe,Very stable,Not worried at all,Even chance (40-60%),More than 6 months,No risk,No risk,No risk,No risk,Male,Married,,1,2,White or European American,,Yes,Yes,Virginia,22226,Urban,Virginia,Virginia Beach,Urban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,
6672f795fac6ecd66d7b987f,7/26/25 8:13,1606,,,1,26,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,Support strongly,both,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Neutral,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Average,Average,Far above average,Average,Yes,"No, just myself",59000,120000,Somewhat certain,150000,90000,,,,,,80000,Will have children,90000,Will have children,90000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,4,5,2,Disagree somewhat,Definitely / I have already started a business,Very stable,Somewhat worried,Likely (60-90%),1–3 months,The risk is substantial,No risk,The risk is low,I have already owned or currently own a home,Male,Married,,1,3,White or European American,,Yes,Yes,New York,13206,Urban,New York,Syracuse,Suburban,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,
63ed15bed4665c62d9e6dbb2,7/26/25 8:14,735,,,1,26,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support moderately,poor,Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Even chance (40-60%),Even chance (40-60%),Much harder now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Below average,Above average,Below average,Average,"No, someone else also earns income","Yes, more than one person",22000,50000,Very certain,70000,30000,35000,75000,Very certain,90000,55000,40000,Will have children,55000,Will not have children,50000,$11-$20,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,2,5,4,Disagree somewhat,Maybe,Somewhat stable,Somewhat worried,Even chance (40-60%),1–3 months,The risk is low,No risk,No risk,The risk is high,Male,Cohabitating,,2,3,"Middle Eastern or North African,White or European American",,No,No,New York,14228,Urban,I did not reside in the United States,"Jordan, Amman",Rural,4-year college,2-year college degree,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Liberal,Liberal,I did not vote,I did not vote,Unbiased,
6740d9355c7dd3559c352450,7/26/25 8:14,739,,,.89999998,27,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support moderately,both,Disagree somewhat,Disagree somewhat,Indifferent,Unsure,Disagree somewhat,Agree somewhat,Unsure,Agree somewhat,Neutral,Disagree somewhat,Agree somewhat,Even chance (40-60%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Below average,Average,Below average,Yes,"No, just myself",1000,20000,Somewhat certain,30000,20000,,,,,,3000,Will have children,4000,Will have children,4000,$51-$60,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,4,2,1,3,5,Agree somewhat,Probably,Neutral,Not worried at all,Even chance (40-60%),1–3 months,No risk,The risk is low,No risk,No risk,Male,Cohabitating,,1,2,Hispanic or Latino,,Yes,No,Texas,78945,Rural,Texas,la grange,Rural,Not a student,High school degree / GED,4-year college degree,High school degree / GED,High school degree / GED,Unemployed and looking for work,Moderate,Moderate,I did not vote,I did not vote,Unbiased,
5efd580f4946481a427257d2,7/26/25 8:14,991,,,.89999998,24,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,both,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Far below average,Far below average,Below average,Below average,Yes,"Yes, more than one person",10000,5000,Not very certain,15000,4000,,5000,Not very certain,30000,4000,10000,Will not have children,10000,Will not have children,10000,$91-$100,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,2,5,4,3,Agree somewhat,Probably not,Somewhat unstable,Not very worried,Likely (60-90%),Less than 1 month,The risk is low,The risk is low,I already live without health insurance,The risk is high,Female,Cohabitating,,0,Unsure,White or European American,,Yes,Yes,Alabama,35080,Suburban,Alabama,Helena,Suburban,Not a student,Some college,Some college,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Self-employed or small business owner,Liberal,Liberal,Other,I did not vote,Unbiased,"The hometown question was difficult to answer for me, I put Helena as that's where my mom's family land is, but I lived in a different Alabama city in my younger years, and in Texas for like 5 years growing up. But Helena is where I spent high school until now."
