timestart,timeend,responsetype,ipaddress,progress,duration,finished,timerecorded,responseid,lastname,firstname,email,externaldata,latitude,longitude,distribution,language,recaptcha,optin,signature_id,signature_file,signature_size,signature_path,prolificid_resp,age,shouldconcern,progressivity_early,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,poorbenefit,bothbenefit,middlebenefit,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,progressivity_late,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback,prolificid,progressivity_timing
7/29/25 8:29,7/29/25 8:43,IP Address,24.191.31.54,100,856,TRUE,7/29/25 8:43,R_5qmzMiY2D9yqFoJ,,,,,40.2197,-74.5939,anonymous,EN,1,1,F_10o5N1XurBQj2qE,signature.png,7376,image/png,,66,The government should concern itself with this.,,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,,Support strongly,,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Neutral,Agree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Average,Average,Far below average,Yes,"No, just myself",40,70,Not very certain,60,40,,,,,,50,,,,,$0-$10,$21-$30,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,2,3,5,4,Agree somewhat,Probably not,Neutral,Somewhat worried,Likely (60-90%),Less than 1 month,The risk is substantial,No risk,The risk is high,I have already owned or currently own a home,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Single,,0,0,White or European American,,Yes,Yes,New Jersey,08629,Suburban,New Jersey,trenton,Suburban,Not a student,Some college,Some college,High school degree / GED,High school degree / GED,Part-time employee,Liberal,Moderate,Kamala Harris,Joe Biden,Left-wing biased,,66919e2f0a86d780d3c3e591,late
7/29/25 8:33,7/29/25 8:44,IP Address,71.233.244.213,100,644,TRUE,7/29/25 8:44,R_6TtDxGYrO7XB4k1,,,,,42.3737,-71.1284,anonymous,EN,0.4000000059604645,1,F_3ISm0tqKt7Uwqz6,signature.png,7259,image/png,,54,The government should concern itself with this.,,No change,,,,,,Support strongly,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Neutral,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will not pay off much,It will not pay off much,Average,Average,Below average,Average,Yes,"No, just myself",160000,170000,Not very certain,185000,100000,,,,,,125000,,,,,$21-$30,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today",Indifferent,"$2,000 in 5 years",Disagree somewhat,2,3,4,1,5,Agree somewhat,Probably not,Somewhat stable,Somewhat worried,Unlikely (10-40%),More than 6 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Single,,0,0,White or European American,,Yes,Yes,Massachusetts,02138,Urban,Maine,Bangor,Suburban,Not a student,"Research doctorate (e.g., PhD, DSc)","Research doctorate (e.g., PhD, DSc)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,,58d876b14240e50001190090,late
7/29/25 8:28,7/29/25 8:44,IP Address,108.217.72.81,100,955,TRUE,7/29/25 8:44,R_5SAWut4uGwHyzkY,,,,,33.781,-118.2622,anonymous,EN,1,1,F_2SujjLxdi7B1IDS,signature.png,8119,image/png,,44,The government should not concern itself with this.,,No change,,,,,,,,Support strongly,Neutral,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Unsure,Neutral,Agree strongly,Unlikely (20-40%),Likely (60-80%),Much easier now,It has not paid off much,Unsure,It will pay off somewhat,Unsure / Not applicable,Unsure / Not applicable,Average,Below average,"No, someone else also earns income","Yes, more than one person",6000,25000,Not very certain,3000,500,6000,10000,Very certain,500,200,75000,,,,,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,4,1,5,2,Agree strongly,Probably not,Somewhat unstable,Not very worried,Even chance (40-60%),Less than 1 month,No risk,The risk is low,I already live without health insurance,No risk,Much less progressive (everyone should be taxed at about the same rate),Male,Single,,0,0,White or European American,,Yes,Yes,California,90744,Urban,California,Los Angeles ,Urban,Not a student,High school degree / GED,High school degree / GED,,,Unemployed and looking for work,Moderate,Moderate,I did not vote,I did not vote,Left-wing biased,,5b5a822e1ad8270001c4f28d,late
7/29/25 8:30,7/29/25 8:44,IP Address,104.162.165.132,100,836,TRUE,7/29/25 8:44,R_5qXvRXdP0ZhmJ4u,,,,,40.726,-73.848,anonymous,EN,1,1,F_2VQkrGMJset0AgH,signature.png,6040,image/png,,60,The government should not concern itself with this.,,No change,,,,,,,Indifferent,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Indifferent,Agree somewhat,Agree strongly,Neutral,Agree somewhat,Even chance (40-60%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",25000,30000,Not very certain,35000,25000,70000,80000,Not very certain,90000,70000,2,,,,,$11-$20,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,5,3,4,Neutral,Probably not,Neutral,Somewhat worried,Unlikely (10-40%),3–6 months,The risk is substantial,The risk is substantial,The risk is high,The risk is high,No change,Female,Married,,1,1,White or European American,,Yes,Yes,New York,11374,Urban,New York,Queens,Urban,Not a student,High school degree / GED,High school degree / GED,4-year college degree,4-year college degree,Part-time employee,Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,,6110888158573651261c3100,late
7/29/25 8:35,7/29/25 8:44,IP Address,47.185.24.167,100,529,TRUE,7/29/25 8:44,R_5D0VG54cXJasIYb,,,,,32.9321,-97.2834,anonymous,EN,1,1,F_3KuR5u2E39sLGCl,signature.png,7072,image/png,,73,The government should concern itself with this.,,I now support redistribution slightly less than in the past,,,,I think the policy is worse for the economy now,,,,Support strongly,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Almost no chance (0-20%),Even chance (40-60%),Much easier now,It has paid off a lot,It will pay off somewhat,It will not pay off much,Average,Average,Average,Average,Yes,"No, just myself",35000,38000,Somewhat certain,45000,35000,,,,,,40000,,,,,$21-$30,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,2,3,4,1,5,Agree somewhat,Probably not,Somewhat stable,Not worried at all,Likely (60-90%),3–6 months,The risk is low,No risk,The risk is low,I have already owned or currently own a home,Somewhat more progressive,Male,Married,,2,2,White or European American,,Yes,Yes,Texas,76248,Suburban,Minnesota,Warren,Rural,Not a student,2-year college degree,2-year college degree,Some college,High school degree / GED,Part-time employee,Conservative,Liberal,Kamala Harris,Joe Biden,Unbiased,,677168d70ec2f9f7f9f6ac05,late
7/29/25 8:33,7/29/25 8:44,IP Address,24.9.2.253,100,681,TRUE,7/29/25 8:44,R_3amYGRBfi0SeETo,,,,,39.6738,-104.9324,anonymous,EN,0.8999999761581421,1,F_3Xh7fOcnrGNJeMh,signature.png,9267,image/png,,51,The government should concern itself with this.,,I now support redistribution much more than in the past,,I think the policy is better for the economy now,,,,Support moderately,,,Disagree strongly,Neutral,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly,Agree somewhat,Neutral,Agree somewhat,Unsure,Disagree somewhat,Unsure,Unsure,Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Unsure,Yes,"No, just myself",45000,60000,Somewhat certain,65000,55000,,,,,,50000,,,,,$41-$50,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today",Indifferent,Disagree somewhat,2,3,5,1,4,Agree somewhat,Maybe,Somewhat stable,Somewhat worried,Even chance (40-60%),1–3 months,The risk is substantial,The risk is substantial,The risk is substantial,The risk is substantial,Somewhat less progressive,Female,Single,,0,0,White or European American,,Yes,Yes,Colorado,80222,Urban,New York,Port Chester,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,Some high school,Full-time employee,Liberal,Liberal,Other,Other,Unbiased,Survey length was appropriate,67cdc3c3cd518bea661745db,late
7/29/25 8:36,7/29/25 8:44,IP Address,24.177.82.9,100,499,TRUE,7/29/25 8:44,R_1Rrh5dDoNblKaQh,,,,,41.3326,-73.2073,anonymous,EN,1,1,F_ekE4nhDj2CwlA1H,signature.png,7283,image/png,,38,The government should not concern itself with this.,,No change,,,,,,,Indifferent,,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree somewhat,Agree strongly,Unsure,Disagree strongly,Unsure,Agree somewhat,Agree strongly,Even chance (40-60%),Unlikely (20-40%),No change,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Far above average,Above average,Far above average,Above average,Yes,"Yes, more than one person",225000,350000,Not very certain,300000,280000,,400000,Somewhat certain,300000,280000,7000,,,Will have children,255000,$91-$100,$91-$100,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree strongly,2,1,4,3,5,Agree somewhat,Maybe,Somewhat stable,Not very worried,Likely (60-90%),More than 6 months,The risk is substantial,No risk,No risk,I have already owned or currently own a home,Somewhat more progressive,Male,Married,,1,1,"Asian or Asian American,Black or African American,White or European American",,Yes,Yes,Connecticut,06468,Suburban,Connecticut,Greenwich,Suburban,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,Full-time employee,Liberal,Moderate,I did not vote,I did not vote,Left-wing biased,,6054e1ddb68b58dd23242765,late
7/29/25 8:26,7/29/25 8:44,IP Address,76.171.165.194,100,1067,TRUE,7/29/25 8:44,R_1lzFoMJOek8iQLq,,,,,34.106,-118.3607,anonymous,EN,1,1,F_1GQuSiiz3vhmkgP,signature.png,6755,image/png,,34,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,Support slightly,,Disagree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Neutral,Agree somewhat,Neutral,Disagree somewhat,Unlikely (20-40%),Unlikely (20-40%),No change,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Below average,Average,Below average,Average,"No, someone else also earns income","Yes, more than one person",135000,200000,Somewhat certain,300000,170000,500000,800000,Not very certain,1200000,500000,400000,,,Will have children,600000,$0-$10,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,4,3,5,2,Neutral,Probably not,Somewhat stable,Not very worried,Unlikely (10-40%),More than 6 months,The risk is low,The risk is low,The risk is low,The risk is low,Somewhat more progressive,Female,Married,,0,2,White or European American,,No,No,California,91403,Urban,California,Santa Monica,Urban,Not a student,4-year college degree,4-year college degree,2-year college degree,2-year college degree,Full-time employee,Moderate,Moderate,Kamala Harris,Other,Unbiased,,5c2a92b4b8e5f900015b3f58,late
7/29/25 8:29,7/29/25 8:44,IP Address,63.153.10.224,100,923,TRUE,7/29/25 8:44,R_7asEIAWwld8tkdP,,,,,45.6684,-111.2422,anonymous,EN,1,1,F_3hxAl87Ssy6XEJ2,signature.png,9196,image/png,,53,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support moderately,,,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Below average,Unsure / Not applicable,Below average,Average,"No, someone else also earns income","Yes, more than one person",45000,47000,Somewhat certain,50000,25000,85000,87000,Somewhat certain,90000,45000,100000,,,,,$41-$50,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,4,5,3,2,1,Agree strongly,Maybe,Very stable,Not worried at all,Likely (60-90%),More than 6 months,The risk is low,The risk is low,The risk is low,The risk is low,Somewhat more progressive,Female,Married,,0,0,White or European American,,Yes,Yes,Montana,59068,Rural,Montana,Red Lodge,Rural,Not a student,Some college,Some college,2-year college degree,,Full-time employee,Moderate,Liberal,Kamala Harris,Joe Biden,Unbiased,,623537f22ffeb94d58da7a10,late
7/29/25 8:31,7/29/25 8:44,IP Address,98.63.200.41,100,790,TRUE,7/29/25 8:44,R_7gY0uuCe0w6fHs9,,,,,41.8379,-88.0842,anonymous,EN,0.8999999761581421,1,F_2f2MfD6sjsES9fQ,signature.png,8991,image/png,,35,The government should concern itself with this.,,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,,,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Even chance (40-60%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Average,Average,Average,Yes,"No, just myself",89000,98000,Somewhat certain,105000,94000,,,,,,50000,,,Will have children,55000,$11-$20,$51-$60,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,3,2,4,5,Agree somewhat,Definitely not,Very stable,Not worried at all,Even chance (40-60%),More than 6 months,The risk is low,No risk,No risk,No risk,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Married,,1,1,White or European American,,Yes,Yes,Illinois,60185,Suburban,Illinois,Chicago,Urban,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,Full-time employee,Liberal,Moderate,Kamala Harris,Joe Biden,Unbiased,I did not find anything to be confusing. The length was also very appropriate. ,5d6ef023cfe0a400198f911e,late
7/29/25 8:34,7/29/25 8:44,IP Address,65.26.103.105,100,606,TRUE,7/29/25 8:44,R_7uVak8eoF1VKfcJ,,,,,39.214,-94.5826,anonymous,EN,1,1,F_301SE7qvLNs9oDs,signature.png,15913,image/png,,52,The government should not concern itself with this.,,No change,,,,,,,Reject moderately,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Unlikely (20-40%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Below average,Below average,Below average,Below average,Yes,"No, just myself",45000,50000,Somewhat certain,60000,20000,,,,,,60000,,,,,$41-$50,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,2,4,5,1,Agree strongly,Definitely not,Neutral,Somewhat worried,Even chance (40-60%),Less than 1 month,The risk is low,The risk is low,The risk is high,The risk is substantial,No change,Female,Married,,2,2,White or European American,,Yes,Yes,Missouri,64156,Suburban,Missouri,Independence,Urban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,High school degree / GED,Part-time employee,Moderate,Moderate,Kamala Harris,Donald Trump,Right-wing biased,,5cb2e89bc29be80001b13ed6,late
7/29/25 8:32,7/29/25 8:45,IP Address,99.127.153.31,100,774,TRUE,7/29/25 8:45,R_6L2dlA0mETxCG4o,,,,,30.4767,-87.3141,anonymous,EN,1,1,F_25EY3HQxJ44Vy8A,signature.png,12155,image/png,,62,The government should not concern itself with this.,,No change,,,,,,,,Reject strongly,Disagree strongly,Disagree strongly,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Agree strongly,Even chance (40-60%),Likely (60-80%),No change,It has paid off somewhat,It will pay off a lot,It will not pay off much,Below average,Below average,Average,Above average,"No, someone else also earns income","Yes, more than one person",65000,80000,Somewhat certain,90000,60000,100000,160000,Somewhat certain,160000,120000,120000,,,,,$31-$40,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree strongly,2,3,4,5,1,Neutral,Probably not,Very stable,Not worried at all,Almost no chance (0-10%),More than 6 months,No risk,No risk,The risk is low,I have already owned or currently own a home,No change,Female,Married,,0,0,"Hispanic or Latino,White or European American",,Yes,No,Florida,32526,Suburban,Georgia,Atlanta,Urban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,4-year college degree,Full-time employee,Conservative,Moderate,Donald Trump,Donald Trump,Unbiased,"Good to see an unbiased study.  It was interesting, thank you. The government is so bloated and spending is insane.  They could provide benefits to lower income people without raising income taxes.  If they raise income taxes, the majority will be stolen by the government or misused/mismanaged.",667493d7ae5c57a75b13bdcb,late
